tour,date,tournament,winner,loser,B365W,B365L,PSW,PSL
WTA,2021-07-16 00:00:00,Budapest Open,Putintseva Y.,Kozlova K.,1.5,2.62,1.55,2.65
WTA,2021-07-16 00:00:00,Budapest Open,Galfi D.,Danilovic O.,2,1.8,2.04,1.87
WTA,2021-07-16 00:00:00,Budapest Open,Kalinina A.,Udvardy P.,1.33,3.4,1.31,3.8
WTA,2021-07-16 00:00:00,Budapest Open,Collins D.,Ormaechea P.,1.16,5,1.18,5.61
WTA,2021-07-17 00:00:00,Budapest Open,Putintseva Y.,Galfi D.,1.5,2.62,1.55,2.65
WTA,2021-07-17 00:00:00,Budapest Open,Kalinina A.,Collins D.,2.1,1.72,2.09,1.83
WTA,2021-07-18 00:00:00,Budapest Open,Putintseva Y.,Kalinina A.,2.3,1.61,2.42,1.64
WTA,2021-07-12 00:00:00,Ladies Open Lausanne,Diyas Z.,Waltert S.,1.8,2,1.93,1.95
WTA,2021-07-12 00:00:00,Ladies Open Lausanne,Zidansek T.,Melnikova M.,1.06,10,1.08,9.32
WTA,2021-07-12 00:00:00,Ladies Open Lausanne,Vikhlyantseva N.,Zavatska K.,2.75,1.44,2.98,1.44
WTA,2021-07-12 00:00:00,Ladies Open Lausanne,Burel C.,Bandecchi S.,1.36,3.2,1.36,3.39
WTA,2021-07-13 00:00:00,Ladies Open Lausanne,Bronzetti L.,Sugnaux T.,1.07,9,1.07,11
WTA,2021-07-13 00:00:00,Ladies Open Lausanne,Ferro F.,Tan H.,1.4,3,1.39,3.25
WTA,2021-07-13 00:00:00,Ladies Open Lausanne,Blinkova A.,Govortsova O.,1.66,2.2,1.69,2.28
WTA,2021-07-13 00:00:00,Ladies Open Lausanne,Giorgi C.,Eikeri U.,1.1,7,1.09,9.28
WTA,2021-07-13 00:00:00,Ladies Open Lausanne,Parks A.,Friedsam A.L.,4,1.25,4.29,1.26
WTA,2021-07-14 00:00:00,Ladies Open Lausanne,Paolini J.,Grammatikopoulou V.,1.12,6,1.16,6.12
WTA,2021-07-14 00:00:00,Ladies Open Lausanne,Minella M.,Gracheva V.,3.4,1.33,2.92,1.46
WTA,2021-07-14 00:00:00,Ladies Open Lausanne,Voegele S.,Di Lorenzo F.,1.53,2.5,1.53,2.67
WTA,2021-07-14 00:00:00,Ladies Open Lausanne,Sharma A.,Pliskova Kr.,2,1.8,2.02,1.87
WTA,2021-07-14 00:00:00,Ladies Open Lausanne,Rakhimova K.,Rus A.,2.62,1.5,2.76,1.5
WTA,2021-07-14 00:00:00,Ladies Open Lausanne,Garcia C.,Dulgheru A.,1.44,2.75,1.49,2.8
WTA,2021-07-15 00:00:00,Ladies Open Lausanne,Zanevska M.,Teichmann J.,2.75,1.44,3.08,1.42
WTA,2021-07-15 00:00:00,Ladies Open Lausanne,Bronzetti L.,Blinkova A.,2.2,1.66,2.37,1.66
WTA,2021-07-15 00:00:00,Ladies Open Lausanne,Vikhlyantseva N.,Paolini J.,3.75,1.28,3.98,1.29
WTA,2021-07-15 00:00:00,Ladies Open Lausanne,Zidansek T.,Minella M.,1.14,5.5,1.15,6.34
WTA,2021-07-16 00:00:00,Ladies Open Lausanne,Ferro F.,Parks A.,1.14,5.5,1.16,6.24
WTA,2021-07-16 00:00:00,Ladies Open Lausanne,Diyas Z.,Giorgi C.,3.4,1.33,3.37,1.37
WTA,2021-07-16 00:00:00,Ladies Open Lausanne,Garcia C.,Sharma A.,1.57,2.37,1.65,2.4
WTA,2021-07-16 00:00:00,Ladies Open Lausanne,Burel C.,Rakhimova K.,1.44,2.75,1.4,3.2
WTA,2021-07-16 00:00:00,Ladies Open Lausanne,Zanevska M.,Voegele S.,,,1.63,2.41
WTA,2021-07-16 00:00:00,Ladies Open Lausanne,Zidansek T.,Bronzetti L.,1.2,4.5,1.21,5.12
WTA,2021-07-16 00:00:00,Ladies Open Lausanne,Garcia C.,Diyas Z.,1.5,2.62,1.53,2.65
WTA,2021-07-16 00:00:00,Ladies Open Lausanne,Burel C.,Ferro F.,2.37,1.57,2.32,1.67
WTA,2021-07-16 00:00:00,Ladies Open Lausanne,Zanevska M.,Vikhlyantseva N.,1.53,2.5,1.64,2.38
WTA,2021-07-17 00:00:00,Ladies Open Lausanne,Burel C.,Garcia C.,2,1.8,1.97,1.93
WTA,2021-07-17 00:00:00,Ladies Open Lausanne,Zidansek T.,Zanevska M.,1.33,3.4,1.39,3.27
WTA,2021-07-18 00:00:00,Ladies Open Lausanne,Zidansek T.,Burel C.,1.61,2.3,1.62,2.45
WTA,2021-07-12 00:00:00,Prague Open,Min G.,Stosur S.,2.3,1.61,2.26,1.7
WTA,2021-07-12 00:00:00,Prague Open,Minnen G.,Gatto-Monticone G.,1.28,3.75,1.29,3.97
WTA,2021-07-12 00:00:00,Prague Open,Muhammad A.,Cabrera L.,1.61,2.3,1.59,2.47
WTA,2021-07-12 00:00:00,Prague Open,Stojanovic N.,Diatchenko V.,1.53,2.5,1.53,2.68
WTA,2021-07-12 00:00:00,Prague Open,Sramkova R.,Kvitova P.,8,1.08,8.26,1.1
WTA,2021-07-12 00:00:00,Prague Open,Smitkova T.,Inglis M.,2.1,1.72,1.96,1.92
WTA,2021-07-13 00:00:00,Prague Open,Kuzmova V.,Barthel M.,2.1,1.72,1.99,1.89
WTA,2021-07-13 00:00:00,Prague Open,Gasanova A.,Havlickova L.,1.08,8,1.09,8.72
WTA,2021-07-13 00:00:00,Prague Open,Bonaventure Y.,Bains N.,1.22,4.33,1.23,4.62
WTA,2021-07-13 00:00:00,Prague Open,Wang Xin.,Kung L.,1.36,3.2,1.4,3.15
WTA,2021-07-13 00:00:00,Prague Open,Martincova T.,Murray S.,1.07,9,1.07,10.37
WTA,2021-07-13 00:00:00,Prague Open,Sanders S.,Bouzkova M.,2.75,1.44,3.05,1.43
WTA,2021-07-13 00:00:00,Prague Open,Liang E.S.,Perrin C.,1.5,2.62,1.57,2.54
WTA,2021-07-13 00:00:00,Prague Open,Parrizas Diaz N.,Radwanska U.,1.4,3,1.42,3.07
WTA,2021-07-13 00:00:00,Prague Open,Siniakova K.,Burrage J.,1.11,6.5,1.12,7.28
WTA,2021-07-13 00:00:00,Prague Open,Krejcikova B.,Shinikova I.,1.05,11,1.06,12.22
WTA,2021-07-14 00:00:00,Prague Open,Min G.,Stojanovic N.,4.5,1.2,4.91,1.22
WTA,2021-07-14 00:00:00,Prague Open,Martincova T.,Muhammad A.,1.28,3.75,1.3,3.95
WTA,2021-07-14 00:00:00,Prague Open,Kuzmova V.,Sramkova R.,2.37,1.57,2.16,1.78
WTA,2021-07-15 00:00:00,Prague Open,Minnen G.,Gasanova A.,1.25,4,1.24,4.6
WTA,2021-07-15 00:00:00,Prague Open,Siniakova K.,Smitkova T.,1.2,4.5,1.2,5.2
WTA,2021-07-15 00:00:00,Prague Open,Sanders S.,Parrizas Diaz N.,1.9,1.9,1.8,2.13
WTA,2021-07-15 00:00:00,Prague Open,Wang Xin.,Liang E.S.,1.44,2.75,1.53,2.71
WTA,2021-07-15 00:00:00,Prague Open,Krejcikova B.,Bonaventure Y.,1.08,8,1.1,8.64
WTA,2021-07-16 00:00:00,Prague Open,Martincova T.,Kuzmova V.,1.33,3.4,1.41,3.16
WTA,2021-07-16 00:00:00,Prague Open,Minnen G.,Sanders S.,2,1.8,1.97,1.93
WTA,2021-07-16 00:00:00,Prague Open,Wang Xin.,Min G.,1.44,2.75,1.44,3.01
WTA,2021-07-16 00:00:00,Prague Open,Krejcikova B.,Siniakova K.,1.44,2.75,1.47,2.9
WTA,2021-07-17 00:00:00,Prague Open,Martincova T.,Minnen G.,1.61,2.3,1.59,2.53
WTA,2021-07-17 00:00:00,Prague Open,Krejcikova B.,Wang Xin.,1.12,6,1.18,5.68
WTA,2021-07-18 00:00:00,Prague Open,Krejcikova B.,Martincova T.,1.16,5,1.23,4.72
WTA,2021-07-19 00:00:00,Poland Open,Kozlova K.,Volynets K.,1.57,2.37,1.67,2.33
WTA,2021-07-19 00:00:00,Poland Open,Schmiedlova A.,Blinkova A.,1.66,2.2,1.61,2.44
WTA,2021-07-19 00:00:00,Poland Open,Bondar A.,Olyanovskaya V.,,,,
WTA,2021-07-19 00:00:00,Poland Open,Bara I.,Di Sarra F.,1.3,3.5,1.3,3.88
WTA,2021-07-19 00:00:00,Poland Open,Falkowska W.,Bondarenko K.,,,1.88,2
WTA,2021-07-19 00:00:00,Poland Open,Kucova K.,Radwanska U.,1.4,3,1.34,3.56
WTA,2021-07-20 00:00:00,Poland Open,Lepchenko V.,Melnikova M.,1.4,3,1.36,3.43
WTA,2021-07-20 00:00:00,Poland Open,Sasnovich A.,Baszak W.,1.04,13,1.03,17.94
WTA,2021-07-20 00:00:00,Poland Open,Gorgodze E.,Zakharova A.,1.28,3.75,1.27,4.14
WTA,2021-07-20 00:00:00,Poland Open,Begu I.,Bonaventure Y.,1.28,3.75,1.28,4
WTA,2021-07-20 00:00:00,Poland Open,Korpatsch T.,Govortsova O.,2.2,1.66,2.1,1.81
WTA,2021-07-20 00:00:00,Poland Open,Kawa K.,Mrdeza T.,2.62,1.5,2.51,1.59
WTA,2021-07-20 00:00:00,Poland Open,Parrizas Diaz N.,Frech M.,1.8,2,1.81,2.1
WTA,2021-07-20 00:00:00,Poland Open,Anshba A.,Tan H.,5.5,1.14,4.89,1.21
WTA,2021-07-21 00:00:00,Poland Open,Kuzmova V.,Gracheva V.,2.75,1.44,2.86,1.47
WTA,2021-07-21 00:00:00,Poland Open,Zanevska M.,Loeb J.,,,1.14,6.49
WTA,2021-07-21 00:00:00,Poland Open,Bondar A.,Schmiedlova A.,2.5,1.53,2.81,1.5
WTA,2021-07-21 00:00:00,Poland Open,Korpatsch T.,Falkowska W.,1.66,2.2,1.72,2.26
WTA,2021-07-22 00:00:00,Poland Open,Gorgodze E.,Lepchenko V.,2.5,1.53,2.45,1.62
WTA,2021-07-22 00:00:00,Poland Open,Kozlova K.,Sasnovich A.,1.8,2,1.77,2.18
WTA,2021-07-22 00:00:00,Poland Open,Parrizas Diaz N.,Anshba A.,1.14,5.5,1.16,6.1
WTA,2021-07-22 00:00:00,Poland Open,Kucova K.,Bara I.,2,1.8,1.99,1.92
WTA,2021-07-22 00:00:00,Poland Open,Kawa K.,Begu I.,5,1.16,5.5,1.19
WTA,2021-07-22 00:00:00,Poland Open,Zanevska M.,Kuzmova V.,,,1.35,3.54
WTA,2021-07-23 00:00:00,Poland Open,Korpatsch T.,Bondar A.,2.1,1.72,2.2,1.75
WTA,2021-07-23 00:00:00,Poland Open,Kucova K.,Gorgodze E.,1.57,2.37,1.76,2.19
WTA,2021-07-23 00:00:00,Poland Open,Zanevska M.,Parrizas Diaz N.,1.61,2.3,1.66,2.37
WTA,2021-07-24 00:00:00,Poland Open,Kozlova K.,Kawa K.,1.4,3,1.42,3.11
WTA,2021-07-24 00:00:00,Poland Open,Kucova K.,Korpatsch T.,2.1,1.72,2.03,1.88
WTA,2021-07-24 00:00:00,Poland Open,Zanevska M.,Kozlova K.,1.57,2.37,1.6,2.48
WTA,2021-07-25 00:00:00,Poland Open,Zanevska M.,Kucova K.,1.4,3,1.44,3.04
WTA,2021-07-19 00:00:00,Internazionali Femminili di Palermo,Min G.,Arruabarrena L.,2.37,1.57,2.39,1.64
WTA,2021-07-19 00:00:00,Internazionali Femminili di Palermo,Cristian J.,Brancaccio N.,1.61,2.3,1.74,2.21
WTA,2021-07-19 00:00:00,Internazionali Femminili di Palermo,Dodin O.,Dulgheru A.,1.72,2.1,1.81,2.11
WTA,2021-07-19 00:00:00,Internazionali Femminili di Palermo,Diatchenko V.,Grabher J.,2,1.8,2.2,1.74
WTA,2021-07-19 00:00:00,Internazionali Femminili di Palermo,Teichmann J.,Bassols Ribera M.,1.28,3.75,1.24,4.55
WTA,2021-07-19 00:00:00,Internazionali Femminili di Palermo,Vikhlyantseva N.,Kung L.,1.36,3.2,1.42,3.09
WTA,2021-07-19 00:00:00,Internazionali Femminili di Palermo,Zheng Q.,Samsonova L.,2.5,1.53,2.42,1.62
WTA,2021-07-19 00:00:00,Internazionali Femminili di Palermo,Inglis M.,Gatto-Monticone G.,2.1,1.72,2.26,1.7
WTA,2021-07-20 00:00:00,Internazionali Femminili di Palermo,Ruse E.G.,Minella M.,1.2,4.5,1.22,4.75
WTA,2021-07-20 00:00:00,Internazionali Femminili di Palermo,Zavatska K.,Cabrera L.,1.2,4.5,1.23,4.56
WTA,2021-07-20 00:00:00,Internazionali Femminili di Palermo,Bronzetti L.,Tomova V.,1.44,2.75,1.49,2.78
WTA,2021-07-20 00:00:00,Internazionali Femminili di Palermo,Di Lorenzo F.,Savinykh V.,1.44,2.75,1.51,2.73
WTA,2021-07-20 00:00:00,Internazionali Femminili di Palermo,Danilovic O.,Rakhimova K.,1.8,2,1.83,2.08
WTA,2021-07-20 00:00:00,Internazionali Femminili di Palermo,Zhang S.,Bucsa C.,1.8,2,1.92,1.97
WTA,2021-07-20 00:00:00,Internazionali Femminili di Palermo,Collins D.,Gerlach K.,1.11,6.5,1.14,6.58
WTA,2021-07-20 00:00:00,Internazionali Femminili di Palermo,Sharma A.,Stefanini L.,1.3,3.5,1.45,2.93
WTA,2021-07-21 00:00:00,Internazionali Femminili di Palermo,Ruse E.G.,Teichmann J.,1.72,2.1,1.93,1.98
WTA,2021-07-21 00:00:00,Internazionali Femminili di Palermo,Dodin O.,Diatchenko V.,1.44,2.75,1.56,2.59
WTA,2021-07-21 00:00:00,Internazionali Femminili di Palermo,Bronzetti L.,Min G.,1.44,2.75,1.48,2.86
WTA,2021-07-21 00:00:00,Internazionali Femminili di Palermo,Cristian J.,Zheng Q.,4.5,1.2,4.93,1.22
WTA,2021-07-22 00:00:00,Internazionali Femminili di Palermo,Sharma A.,Vikhlyantseva N.,1.57,2.37,1.71,2.28
WTA,2021-07-22 00:00:00,Internazionali Femminili di Palermo,Danilovic O.,Zavatska K.,1.53,2.5,1.48,2.87
WTA,2021-07-22 00:00:00,Internazionali Femminili di Palermo,Collins D.,Inglis M.,1.11,6.5,1.13,6.99
WTA,2021-07-22 00:00:00,Internazionali Femminili di Palermo,Zhang S.,Di Lorenzo F.,1.25,4,1.28,4.12
WTA,2021-07-23 00:00:00,Internazionali Femminili di Palermo,Dodin O.,Cristian J.,1.72,2.1,1.81,2.12
WTA,2021-07-23 00:00:00,Internazionali Femminili di Palermo,Zhang S.,Danilovic O.,1.9,1.9,1.98,1.93
WTA,2021-07-23 00:00:00,Internazionali Femminili di Palermo,Ruse E.G.,Bronzetti L.,1.44,2.75,1.51,2.76
WTA,2021-07-23 00:00:00,Internazionali Femminili di Palermo,Collins D.,Sharma A.,1.3,3.5,1.33,3.68
WTA,2021-07-24 00:00:00,Internazionali Femminili di Palermo,Ruse E.G.,Dodin O.,1.36,3.2,1.34,3.56
WTA,2021-07-24 00:00:00,Internazionali Femminili di Palermo,Collins D.,Zhang S.,1.33,3.4,1.31,3.81
WTA,2021-07-25 00:00:00,Internazionali Femminili di Palermo,Collins D.,Ruse E.G.,1.44,2.75,1.42,3.11
WTA,2021-08-02 00:00:00,Mubadala Silicon Valley Classic,Martic P.,Sevastova A.,2.3,1.61,2.52,1.58
WTA,2021-08-02 00:00:00,Mubadala Silicon Valley Classic,Linette M.,Pattinama Kerkhove L.,1.36,3.2,1.33,3.6
WTA,2021-08-02 00:00:00,Mubadala Silicon Valley Classic,Konjuh A.,Bouzkova M.,1.72,2.1,1.77,2.15
WTA,2021-08-03 00:00:00,Mubadala Silicon Valley Classic,Riske A.,Vandeweghe C.,1.72,2.1,1.85,2.05
WTA,2021-08-03 00:00:00,Mubadala Silicon Valley Classic,Zhang S.,Raducànu E.,1.8,2,1.89,2
WTA,2021-08-03 00:00:00,Mubadala Silicon Valley Classic,Garcia C.,Bektas E.,1.22,4.33,1.23,4.61
WTA,2021-08-03 00:00:00,Mubadala Silicon Valley Classic,Mladenovic K.,Han N.L.,1.36,3.2,1.44,3
WTA,2021-08-03 00:00:00,Mubadala Silicon Valley Classic,Putintseva Y.,Vekic D.,2.37,1.57,2.47,1.6
WTA,2021-08-03 00:00:00,Mubadala Silicon Valley Classic,Liu C.,Yastremska D.,2.5,1.53,2.8,1.49
WTA,2021-08-04 00:00:00,Mubadala Silicon Valley Classic,Tomljanovic A.,Anisimova A.,2.1,1.72,2.03,1.86
WTA,2021-08-04 00:00:00,Mubadala Silicon Valley Classic,Stephens S.,Mcnally C.,1.53,2.5,1.56,2.59
WTA,2021-08-04 00:00:00,Mubadala Silicon Valley Classic,Collins D.,Rogers S.,1.66,2.2,1.75,2.18
WTA,2021-08-04 00:00:00,Mubadala Silicon Valley Classic,Linette M.,Martic P.,1.9,1.9,1.8,2.13
WTA,2021-08-04 00:00:00,Mubadala Silicon Valley Classic,Kasatkina D.,Garcia C.,1.5,2.62,1.52,2.74
WTA,2021-08-05 00:00:00,Mubadala Silicon Valley Classic,Konjuh A.,Riske A.,1.44,2.75,1.44,3.01
WTA,2021-08-05 00:00:00,Mubadala Silicon Valley Classic,Zhang S.,Keys M.,2.62,1.5,2.78,1.51
WTA,2021-08-05 00:00:00,Mubadala Silicon Valley Classic,Putintseva Y.,Tomljanovic A.,1.8,2,1.88,2.02
WTA,2021-08-05 00:00:00,Mubadala Silicon Valley Classic,Mertens E.,Mladenovic K.,1.16,5,1.17,5.97
WTA,2021-08-06 00:00:00,Mubadala Silicon Valley Classic,Rybakina E.,Liu C.,1.25,4,1.31,3.87
WTA,2021-08-06 00:00:00,Mubadala Silicon Valley Classic,Collins D.,Stephens S.,1.5,2.62,1.56,2.61
WTA,2021-08-06 00:00:00,Mubadala Silicon Valley Classic,Kasatkina D.,Linette M.,1.66,2.2,1.81,2.13
WTA,2021-08-06 00:00:00,Mubadala Silicon Valley Classic,Mertens E.,Putintseva Y.,1.4,3,1.46,2.96
WTA,2021-08-07 00:00:00,Mubadala Silicon Valley Classic,Konjuh A.,Zhang S.,1.66,2.2,1.76,2.2
WTA,2021-08-07 00:00:00,Mubadala Silicon Valley Classic,Collins D.,Rybakina E.,2.1,1.72,2.21,1.75
WTA,2021-08-07 00:00:00,Mubadala Silicon Valley Classic,Kasatkina D.,Mertens E.,2.5,1.53,2.8,1.5
WTA,2021-08-08 00:00:00,Mubadala Silicon Valley Classic,Collins D.,Konjuh A.,1.44,2.75,1.51,2.78
WTA,2021-08-09 00:00:00,Mubadala Silicon Valley Classic,Collins D.,Kasatkina D.,1.66,2.2,1.62,2.45
WTA,2021-08-09 00:00:00,Canadian Open,Badosa P.,Golubic V.,1.53,2.5,1.55,2.6
WTA,2021-08-09 00:00:00,Canadian Open,Ferro F.,Tomljanovic A.,3,1.4,3.27,1.38
WTA,2021-08-09 00:00:00,Canadian Open,Siniakova K.,Ostapenko J.,2.3,1.61,2.26,1.7
WTA,2021-08-09 00:00:00,Canadian Open,Podoroska N.,Linette M.,2.3,1.61,2.55,1.57
WTA,2021-08-09 00:00:00,Canadian Open,Anisimova A.,Martincova T.,1.72,2.1,1.66,2.34
WTA,2021-08-09 00:00:00,Canadian Open,Cirstea S.,Riske A.,1.66,2.2,1.64,2.38
WTA,2021-08-09 00:00:00,Canadian Open,Sakkari M.,Bouzkova M.,1.2,4.5,1.22,4.74
WTA,2021-08-09 00:00:00,Canadian Open,Dodin O.,Muchova K.,3.75,1.28,3.6,1.33
WTA,2021-08-09 00:00:00,Canadian Open,Jabeur O.,Burel C.,1.28,3.75,1.29,3.98
WTA,2021-08-09 00:00:00,Canadian Open,Potapova A.,Rogers S.,2.75,1.44,2.77,1.5
WTA,2021-08-10 00:00:00,Canadian Open,Dart H.,Fernandez L.A.,3.5,1.3,3.53,1.34
WTA,2021-08-10 00:00:00,Canadian Open,Marino R.,Keys M.,4.5,1.2,4.69,1.23
WTA,2021-08-10 00:00:00,Canadian Open,Stephens S.,Yastremska D.,1.66,2.2,1.62,2.43
WTA,2021-08-10 00:00:00,Canadian Open,Konta J.,Zhang S.,1.61,2.3,1.71,2.24
WTA,2021-08-10 00:00:00,Canadian Open,Gauff C.,Sevastova A.,1.5,2.62,1.62,2.43
WTA,2021-08-10 00:00:00,Canadian Open,Pegula J.,Kontaveit A.,1.8,2,1.75,2.19
WTA,2021-08-10 00:00:00,Canadian Open,Giorgi C.,Mertens E.,2.5,1.53,2.45,1.61
WTA,2021-08-10 00:00:00,Canadian Open,Kudermetova V.,Putintseva Y.,1.66,2.2,1.77,2.16
WTA,2021-08-10 00:00:00,Canadian Open,Pavlyuchenkova A.,Garcia C.,1.44,2.75,1.44,3
WTA,2021-08-10 00:00:00,Canadian Open,Samsonova L.,Rybakina E.,3.5,1.3,3.62,1.33
WTA,2021-08-10 00:00:00,Canadian Open,Sorribes Tormo S.,Zhao C.,1.1,7,1.11,7.64
WTA,2021-08-10 00:00:00,Canadian Open,Vekic D.,Van Uytvanck A.,1.8,2.5,1.84,2.06
WTA,2021-08-10 00:00:00,Canadian Open,Kasatkina D.,Martic P.,1.5,2.62,1.58,2.53
WTA,2021-08-11 00:00:00,Canadian Open,Collins D.,Teichmann J.,1.2,4.5,1.27,4.09
WTA,2021-08-10 00:00:00,Canadian Open,Siniakova K.,Muguruza G.,3.75,1.28,3.48,1.36
WTA,2021-08-10 00:00:00,Canadian Open,Kvitova P.,Ferro F.,1.3,3.5,1.34,3.57
WTA,2021-08-11 00:00:00,Canadian Open,Andreescu B.,Dart H.,1.33,3.4,1.3,3.93
WTA,2021-08-11 00:00:00,Canadian Open,Azarenka V.,Cirstea S.,1.4,3,1.39,3.27
WTA,2021-08-11 00:00:00,Canadian Open,Marino R.,Badosa P.,5,1.16,4.92,1.22
WTA,2021-08-11 00:00:00,Canadian Open,Sakkari M.,Kudermetova V.,1.4,3,1.4,3.2
WTA,2021-08-11 00:00:00,Canadian Open,Sorribes Tormo S.,Samsonova L.,1.9,1.9,1.83,2.1
WTA,2021-08-11 00:00:00,Canadian Open,Sabalenka A.,Stephens S.,1.2,4.5,1.24,4.63
WTA,2021-08-11 00:00:00,Canadian Open,Anisimova A.,Dodin O.,1.4,3,1.44,3.01
WTA,2021-08-11 00:00:00,Canadian Open,Pliskova Ka.,Vekic D.,1.53,2.5,1.53,2.7
WTA,2021-08-11 00:00:00,Canadian Open,Konta J.,Svitolina E.,3.2,1.36,3.28,1.39
WTA,2021-08-11 00:00:00,Canadian Open,Giorgi C.,Podoroska N.,1.57,2.37,1.54,2.65
WTA,2021-08-12 00:00:00,Canadian Open,Gauff C.,Potapova A.,1.3,3.5,1.26,4.39
WTA,2021-08-12 00:00:00,Canadian Open,Collins D.,Halep S.,1.72,2.1,1.8,2.13
WTA,2021-08-12 00:00:00,Canadian Open,Pegula J.,Pavlyuchenkova A.,2.1,1.72,2.05,1.86
WTA,2021-08-12 00:00:00,Canadian Open,Jabeur O.,Kasatkina D.,1.61,2.3,1.61,2.47
WTA,2021-08-12 00:00:00,Canadian Open,Sabalenka A.,Marino R.,1.14,5.5,1.15,6.55
WTA,2021-08-12 00:00:00,Canadian Open,Sorribes Tormo S.,Siniakova K.,2.1,1.72,2.09,1.83
WTA,2021-08-12 00:00:00,Canadian Open,Azarenka V.,Sakkari M.,1.8,2,1.81,2.13
WTA,2021-08-12 00:00:00,Canadian Open,Gauff C.,Konta J.,1.44,2.75,1.43,3.07
WTA,2021-08-12 00:00:00,Canadian Open,Pliskova Ka.,Anisimova A.,1.57,2.37,1.6,2.51
WTA,2021-08-12 00:00:00,Canadian Open,Giorgi C.,Kvitova P.,2,1.8,2.07,1.85
WTA,2021-08-13 00:00:00,Canadian Open,Jabeur O.,Andreescu B.,1.72,2.1,1.78,2.17
WTA,2021-08-13 00:00:00,Canadian Open,Pegula J.,Collins D.,1.66,2.2,1.74,2.23
WTA,2021-08-13 00:00:00,Canadian Open,Sabalenka A.,Azarenka V.,1.61,2.3,1.65,2.4
WTA,2021-08-13 00:00:00,Canadian Open,Pliskova Ka.,Sorribes Tormo S.,1.44,2.75,1.42,3.14
WTA,2021-08-14 00:00:00,Canadian Open,Giorgi C.,Gauff C.,2.3,1.61,2.32,1.68
WTA,2021-08-14 00:00:00,Canadian Open,Pegula J.,Jabeur O.,2.3,1.61,2.21,1.75
WTA,2021-08-14 00:00:00,Canadian Open,Pliskova Ka.,Sabalenka A.,2.62,1.5,2.9,1.47
WTA,2021-08-14 00:00:00,Canadian Open,Giorgi C.,Pegula J.,1.8,2,1.81,2.12
WTA,2021-08-15 00:00:00,Canadian Open,Giorgi C.,Pliskova Ka.,2.5,1.53,2.59,1.56
WTA,2021-08-16 00:00:00,Western & Southern Financial Group Women's Open,Krejcikova B.,Kasatkina D.,1.57,2.37,1.6,2.48
WTA,2021-08-16 00:00:00,Western & Southern Financial Group Women's Open,Teichmann J.,Cirstea S.,2.37,1.57,2.42,1.63
WTA,2021-08-16 00:00:00,Western & Southern Financial Group Women's Open,Kvitova P.,Keys M.,1.72,2.1,1.76,2.17
WTA,2021-08-16 00:00:00,Western & Southern Financial Group Women's Open,Ostapenko J.,Zidansek T.,1.5,2.62,1.52,2.68
WTA,2021-08-16 00:00:00,Western & Southern Financial Group Women's Open,Watson H.,Sasnovich A.,2.3,1.61,2.42,1.63
WTA,2021-08-16 00:00:00,Western & Southern Financial Group Women's Open,Badosa P.,Martic P.,1.44,2.75,1.52,2.69
WTA,2021-08-17 00:00:00,Western & Southern Financial Group Women's Open,Mertens E.,Podoroska N.,1.36,3.2,1.4,3.17
WTA,2021-08-17 00:00:00,Western & Southern Financial Group Women's Open,Putintseva Y.,Zhang S.,1.66,2.2,1.71,2.25
WTA,2021-08-17 00:00:00,Western & Southern Financial Group Women's Open,Rogers S.,Collins D.,2.62,1.5,2.52,1.58
WTA,2021-08-17 00:00:00,Western & Southern Financial Group Women's Open,Riske A.,Fernandez L.A.,4.33,1.22,4.1,1.27
WTA,2021-08-17 00:00:00,Western & Southern Financial Group Women's Open,Kerber A.,Sakkari M.,3,1.4,3.38,1.36
WTA,2021-08-17 00:00:00,Western & Southern Financial Group Women's Open,Brady J.,Alexandrova E.,1.8,2,1.88,2.01
WTA,2021-08-17 00:00:00,Western & Southern Financial Group Women's Open,Muchova K.,Konta J.,1.53,2.5,1.5,2.76
WTA,2021-08-17 00:00:00,Western & Southern Financial Group Women's Open,Halep S.,Linette M.,1.3,3.5,1.35,3.46
WTA,2021-08-17 00:00:00,Western & Southern Financial Group Women's Open,Pera B.,Peterson R.,1.9,1.9,1.85,2.05
WTA,2021-08-17 00:00:00,Western & Southern Financial Group Women's Open,Rybakina E.,Stosur S.,1.08,8,1.09,8.88
WTA,2021-08-17 00:00:00,Western & Southern Financial Group Women's Open,Gauff C.,Hsieh S.W.,1.33,3.4,1.32,3.71
WTA,2021-08-18 00:00:00,Western & Southern Financial Group Women's Open,Kudermetova V.,Paolini J.,1.3,3.5,1.31,3.74
WTA,2021-08-18 00:00:00,Western & Southern Financial Group Women's Open,Jabeur O.,Kontaveit A.,1.5,2.62,1.49,2.81
WTA,2021-08-18 00:00:00,Western & Southern Financial Group Women's Open,Pegula J.,Giorgi C.,1.8,2,1.71,2.25
WTA,2021-08-18 00:00:00,Western & Southern Financial Group Women's Open,Yastremska D.,Mcnally C.,1.53,2.5,1.56,2.58
WTA,2021-08-18 00:00:00,Western & Southern Financial Group Women's Open,Bencic B.,Vondrousova M.,2.1,1.72,2.18,1.75
WTA,2021-08-18 00:00:00,Western & Southern Financial Group Women's Open,Azarenka V.,Samsonova L.,1.61,2.3,1.65,2.36
WTA,2021-08-18 00:00:00,Western & Southern Financial Group Women's Open,Garcia C.,Stephens S.,2.1,1.72,2.24,1.71
WTA,2021-08-18 00:00:00,Western & Southern Financial Group Women's Open,Kerber A.,Svitolina E.,2.2,1.66,2.22,1.74
